,STABBR,PREDDEG,CONTROL,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,labels
6420,IL,1,3,0.7167,1048.0,150.0,8792.0,15264.0,0.46545000000000003,0.6681,0.4192,4
6421,IL,1,3,0.7167,1048.0,165.0,8792.0,15543.0,0.46545000000000003,0.6148,0.463,4
6422,MD,1,3,0.7167,1048.0,216.0,8792.0,18363.0,0.46545000000000003,0.5521,0.3681,4
6423,NC,1,3,0.7167,1048.0,58.0,8792.0,10172.0,0.46545000000000003,0.6778,0.4889,4
6424,OK,1,3,0.7167,1048.0,55.0,8792.0,10952.0,0.46545000000000003,0.8481,0.6582,2
6425,PA,1,2,0.7167,1048.0,15.0,8792.0,2512.0,0.46545000000000003,0.0,0.64,3
6426,PA,1,3,0.7167,1048.0,138.0,8792.0,15188.0,0.46545000000000003,0.5437,0.3333,4
6427,PR,1,3,0.7167,1048.0,109.0,8792.0,4478.0,0.46545000000000003,0.0,0.7806,4
6428,RI,1,3,0.7167,1048.0,139.0,8792.0,15537.0,0.46545000000000003,0.6471,0.4314,4
6429,TX,1,3,0.7167,1048.0,136.0,8792.0,3274.0,0.46545000000000003,1.0,1.0,2
6430,VA,1,3,0.7167,1048.0,297.0,8792.0,5157.0,0.46545000000000003,0.0588,0.4314,4
6432,VT,1,3,0.7167,1048.0,53.0,8792.0,21154.0,0.46545000000000003,0.7705,0.5082,2
6433,VA,3,3,0.7167,1048.0,243.0,8792.0,25415.0,0.46545000000000003,0.8034,0.5,2
6434,TN,1,3,0.7167,1048.0,143.0,8792.0,12379.0,0.46545000000000003,0.649,0.4087,4
6435,AZ,1,3,0.7167,1048.0,511.0,8792.0,16944.0,0.46545000000000003,0.5314,0.3594,4
6436,SC,1,3,1.0,1048.0,425.0,8792.0,16224.0,0.46545000000000003,0.7773,0.8909,2
6437,OH,1,3,0.7167,1048.0,181.0,8792.0,12506.0,0.46545000000000003,0.5703,0.4727,4
6438,OH,1,3,0.7167,1048.0,216.0,8792.0,15711.0,0.46545000000000003,0.5714,0.3741,4
6439,GA,1,3,0.7167,1048.0,131.0,8792.0,14016.0,0.46545000000000003,0.6229,0.4914,4
6440,MI,1,3,0.7167,1048.0,106.0,8792.0,17729.0,0.46545000000000003,0.9231,0.8392,2
6441,FL,1,3,0.7167,1048.0,101.0,8792.0,14601.0,0.46545000000000003,0.5228,0.599,4
6442,MN,1,3,0.7167,1048.0,110.0,8792.0,10956.0,0.46545000000000003,0.7296,0.8061,2
6443,TX,1,3,0.7167,1048.0,87.0,8792.0,13472.0,0.46545000000000003,0.7132,0.4485,2
6444,TX,1,3,0.7167,1048.0,126.0,8792.0,14493.0,0.46545000000000003,0.9579,0.9579,2
6445,AZ,1,3,0.7167,1048.0,271.0,8792.0,20063.0,0.46545000000000003,0.9423,0.8731,2
6446,NC,2,3,0.7167,1048.0,459.0,8792.0,21236.0,0.46545000000000003,0.8931,0.878,2
6447,TX,1,3,0.7167,1048.0,169.0,8792.0,17784.0,0.46545000000000003,0.6704,0.7011,2
6448,NV,1,3,0.7167,1048.0,149.0,8792.0,15172.0,0.46545000000000003,0.8019,0.6604,2
6449,OH,1,3,0.7167,1048.0,60.0,8792.0,23802.0,0.46545000000000003,0.3533,0.9067,4
6450,NE,1,3,0.7167,1048.0,114.0,8792.0,14636.0,0.46545000000000003,0.6633,0.3724,4
6451,FL,2,3,0.7167,1048.0,1251.0,8792.0,17272.0,0.1165,0.9293,0.7592,2
6452,MO,1,3,0.7167,1048.0,302.0,8792.0,20224.0,0.46545000000000003,0.5807,0.4439,4
6453,TX,1,3,0.7167,1048.0,274.0,8792.0,18044.0,0.46545000000000003,0.6825,0.5782,2
6454,KS,1,3,0.7167,1048.0,390.0,8792.0,17458.0,0.46545000000000003,0.5824,0.5785,4
6455,AR,1,3,0.7167,1048.0,413.0,8792.0,16926.0,0.46545000000000003,0.6639,0.6958,2
6456,AZ,3,3,0.7167,1048.0,8917.0,8792.0,31831.0,0.2388,0.6546,0.709,2
6457,IN,2,3,0.7167,1048.0,551.0,8792.0,21921.0,0.46545000000000003,0.9195,0.7599,2
6458,IN,2,3,0.7167,1048.0,357.0,8792.0,21736.0,0.46545000000000003,0.9099,0.7397,2
6459,KY,2,3,0.7167,1048.0,180.0,8792.0,16297.0,0.46545000000000003,0.8896,0.8098,2
6460,MS,2,3,0.8388,1048.0,231.0,8792.0,23026.0,0.46545000000000003,0.8133,0.7333,2
6461,MO,2,3,0.8388,1048.0,206.0,8792.0,23966.0,0.46545000000000003,0.8051,0.822,2
6462,WV,2,3,0.8388,1048.0,263.0,8792.0,23077.0,0.46545000000000003,0.8534,0.7902,2
6463,CA,2,3,0.8388,1048.0,258.0,8792.0,23299.0,0.46545000000000003,0.7962,0.7038,2
6464,FL,2,3,0.8388,1048.0,339.0,8792.0,24731.0,0.46545000000000003,0.8142,0.7028,2
6465,NC,2,3,0.8388,1048.0,416.0,8792.0,24121.0,0.46545000000000003,0.855,0.799,2
6466,UT,2,3,0.7167,1048.0,333.0,8792.0,17987.0,0.46545000000000003,0.7139,0.6237,2
6467,FL,3,2,0.8889,1048.0,63.0,8792.0,23066.0,1.0,0.7963,0.5556,1
6468,FL,3,2,0.8889,1048.0,82.0,8792.0,18131.0,0.46545000000000003,0.6875,0.5893,1
6469,IN,1,3,0.7167,1048.0,138.0,8792.0,18138.0,0.46545000000000003,0.4976,0.564,4
6470,MI,1,3,0.7167,1048.0,136.0,8792.0,19526.0,0.46545000000000003,0.4691,0.5309,4
6472,ND,1,3,0.7167,1048.0,42.0,8792.0,15278.0,0.46545000000000003,0.7093,0.3953,4
6473,OK,1,1,0.7167,1048.0,57.0,14520.0,18259.0,0.46545000000000003,0.0,0.2055,3
6474,CA,1,3,0.7167,1048.0,54.0,8792.0,11357.0,0.46545000000000003,0.9048,0.8929,2
6475,CA,1,3,0.7167,1048.0,93.0,8792.0,11133.0,0.46545000000000003,0.645,0.7278,2
6476,AZ,2,3,0.7167,1048.0,637.0,8792.0,18574.0,0.46545000000000003,0.7284,0.782,2
6477,WV,2,3,0.7167,1048.0,177.0,8792.0,18259.0,0.46545000000000003,0.887,0.7458,2
6478,UT,3,3,0.7167,1048.0,70.0,8792.0,27054.0,0.46545000000000003,0.8119,0.7129,2
6479,OH,3,3,0.7167,1048.0,724.0,8792.0,29548.0,0.46545000000000003,0.875,0.7439,2
6480,IL,1,3,0.7167,1048.0,85.0,8792.0,19292.0,0.46545000000000003,0.8342,0.9358,2
6481,SC,1,3,0.7167,1048.0,39.0,8792.0,20175.0,0.46545000000000003,0.7237,0.7763,2
6482,IN,1,3,0.7167,1048.0,102.0,8792.0,21104.0,0.46545000000000003,0.8323,0.8204,2
6483,MI,1,3,0.7167,1048.0,102.0,8792.0,19101.0,0.46545000000000003,0.8024,0.6946,2
6484,FL,1,3,0.7167,1048.0,40.0,8792.0,20067.0,0.46545000000000003,0.8714,0.8429,2
6485,TX,1,3,0.7167,1048.0,96.0,8792.0,19603.0,0.46545000000000003,0.8229,0.7657,2
6486,NC,1,3,0.7167,1048.0,54.0,8792.0,21465.0,0.46545000000000003,0.8843,0.8678,2
6487,MN,2,3,0.7167,1048.0,285.0,8792.0,19207.0,0.46545000000000003,0.7703,0.6432,2
6488,SC,2,3,0.7167,1048.0,845.0,8792.0,18422.0,0.46545000000000003,0.7421,0.8705,2
6489,SD,2,3,0.7167,1048.0,165.0,8792.0,23540.0,0.46545000000000003,0.7718,0.6165,2
6490,WI,2,3,0.7167,1048.0,215.0,8792.0,23889.0,0.46545000000000003,0.8152,0.7121,2
6491,LA,1,3,0.7167,1048.0,106.0,8792.0,11149.0,0.46545000000000003,0.5486,0.3889,4
6492,MN,2,3,0.7167,1048.0,126.0,8792.0,22241.0,0.46545000000000003,0.7558,0.6628,2
6493,CA,2,3,0.7167,1048.0,578.0,8792.0,20088.0,0.46545000000000003,0.9782,0.939,2
6494,FL,1,3,0.7167,1048.0,655.0,8792.0,18912.0,0.46545000000000003,0.3935,0.6832,4
6495,TX,1,3,0.7167,1048.0,278.0,8792.0,27378.0,0.46545000000000003,0.8867,0.8795,2
6496,TX,1,3,0.7167,1048.0,268.0,8792.0,28205.0,0.46545000000000003,0.6785,0.6568,2
6497,TN,1,3,0.7167,1048.0,441.0,8792.0,20226.0,0.46545000000000003,0.176,0.278,4
6498,MN,3,1,0.4455,1266.0,477.0,16992.0,18259.0,0.46545000000000003,0.6763,0.2778,0
6499,NC,1,3,0.7167,1048.0,179.0,8792.0,12257.0,0.46545000000000003,0.3902,0.6301,4
6500,FL,1,3,0.7167,1048.0,174.0,8792.0,17444.0,0.46545000000000003,1.0,1.0,2
6501,OH,2,3,0.7167,1048.0,99.0,8792.0,20713.0,0.46545000000000003,0.8396,0.8302,2
6502,OH,2,3,0.749,1048.0,205.0,8792.0,20749.0,0.46545000000000003,0.8436,0.8477,2
6503,IL,1,3,0.7167,1048.0,49.0,8792.0,15677.0,0.46545000000000003,0.6395,0.3605,4
6504,CA,1,3,0.7167,1048.0,411.0,8792.0,15558.0,0.46545000000000003,0.6223,0.6266,2
6505,CA,1,2,0.7167,1048.0,166.0,8792.0,14305.0,0.46545000000000003,0.6434,0.6888,2
6506,NV,2,3,1.0,1048.0,255.0,8792.0,18668.0,0.46545000000000003,0.6478,0.6611,2
6507,NV,2,3,1.0,1048.0,333.0,8792.0,29434.0,0.46545000000000003,0.5817,0.5229,2
6508,FL,3,3,0.5081,1048.0,649.0,8792.0,18259.0,0.46545000000000003,0.8549,0.5341,2
6509,SC,1,2,0.7805,1048.0,336.0,8792.0,20959.0,0.46545000000000003,0.5329,0.7182,4
6510,FL,3,2,0.7805,1048.0,100.0,8792.0,18259.0,0.46545000000000003,0.8462,0.0,1
6511,AR,1,3,0.7167,1048.0,126.0,8792.0,8806.0,0.46545000000000003,0.9901,0.9901,2
6512,CA,1,3,0.7167,1048.0,28.0,8792.0,24585.0,0.46545000000000003,0.5317,0.5902,4
6513,CA,3,2,0.7167,1048.0,58.0,8792.0,18259.0,0.46545000000000003,0.2857,0.4127,1
6514,CA,1,3,1.0,1048.0,54.0,8792.0,26622.0,0.46545000000000003,0.5426,0.4628,4
6515,CA,1,3,0.7167,1048.0,46.0,8792.0,9812.0,0.46545000000000003,0.1099,0.8242,4
6517,CA,1,3,0.7167,1048.0,115.0,8792.0,9613.0,0.46545000000000003,0.6364,0.7446,2
6518,CA,1,3,0.7167,1048.0,145.0,8792.0,15722.0,0.8382,0.6348,0.5787,4
6519,CA,1,3,0.7167,1048.0,105.0,8792.0,16650.0,0.46545000000000003,0.8411,0.6899,2
6520,CA,1,3,0.7167,1048.0,275.0,8792.0,13003.0,0.46545000000000003,0.6125,0.42,4
6521,CT,1,3,0.7167,1048.0,38.0,8792.0,11013.0,0.46545000000000003,0.25,0.0938,4
6522,CT,1,3,0.7167,1048.0,132.0,8792.0,16139.0,0.46545000000000003,0.474,0.1979,4
6523,FL,1,2,0.7167,1048.0,34.0,8792.0,18259.0,0.46545000000000003,0.8947,0.4474,1
6524,FL,1,1,0.7167,1048.0,130.0,5085.0,18259.0,0.46545000000000003,0.0,0.6276,3
6525,FL,1,1,0.7167,1048.0,212.0,4979.0,18259.0,0.46545000000000003,0.0,0.3095,3
6526,FL,1,3,0.7167,1048.0,120.0,8792.0,12765.0,0.46545000000000003,0.5714,0.6122,4
6527,FL,2,2,0.7167,1048.0,33.0,8792.0,11465.0,0.46545000000000003,0.62,0.44,1
6528,FL,1,3,0.7167,1048.0,268.0,8792.0,23457.0,0.46545000000000003,0.8186,0.6373,2
6529,FL,1,3,0.7167,1048.0,99.0,8792.0,18860.0,0.46545000000000003,0.6952,0.5,2
6530,FL,1,3,0.7167,1048.0,37.0,8792.0,16618.0,0.46545000000000003,0.9643,0.881,2
6531,FL,1,3,0.7167,1048.0,148.0,8792.0,18309.0,0.46545000000000003,0.6194,0.5779,4
6532,GA,1,3,0.7167,1048.0,44.0,8792.0,5563.0,0.46545000000000003,0.0,0.9211,4
6533,GA,1,3,0.7167,1048.0,60.0,8792.0,9755.0,0.46545000000000003,0.5238,0.4762,4
6534,GA,1,3,0.7167,1048.0,93.0,8792.0,17437.0,0.46545000000000003,0.8686,0.635,2
6535,HI,3,2,0.3,1048.0,126.0,8792.0,14601.0,0.2414,0.4309,0.4472,1
6536,ID,1,3,0.7167,1048.0,25.0,8792.0,26878.0,0.46545000000000003,0.7308,0.6538,2
6537,ID,1,3,0.7167,1048.0,33.0,8792.0,9261.0,0.46545000000000003,0.44,0.46,4
6538,IL,1,3,0.7167,1048.0,293.0,8792.0,28847.0,0.46545000000000003,0.5645,0.357,4
6539,IL,1,3,0.7167,1048.0,45.0,8792.0,13643.0,0.46545000000000003,0.4533,0.2067,4
6540,IL,1,3,0.7167,1048.0,131.0,8792.0,18676.0,0.46545000000000003,0.5864,0.3403,4
6541,IL,1,3,0.7167,1048.0,45.0,8792.0,10014.0,0.46545000000000003,0.6379,0.5345,4
6542,IN,1,3,0.7167,1048.0,208.0,8792.0,17131.0,0.46545000000000003,0.599,0.3594,4
6543,IN,1,3,0.7167,1048.0,106.0,8792.0,12480.0,0.46545000000000003,0.4802,0.4294,4
6544,KS,1,3,0.7167,1048.0,152.0,8792.0,13182.0,0.46545000000000003,0.6331,0.4718,4
6545,LA,1,3,0.7167,1048.0,48.0,8792.0,18259.0,0.46545000000000003,0.878,0.878,2
6546,LA,1,3,0.7167,1048.0,35.0,8792.0,10571.0,0.46545000000000003,0.0,0.9846,4
6547,MA,0,1,0.7167,1048.0,50.0,8792.0,18259.0,0.46545000000000003,0.7742,0.5161,0
6548,MA,1,1,0.7167,1048.0,28.0,21622.0,18259.0,0.46545000000000003,0.7576,0.4545,0
6549,MI,1,3,0.7167,1048.0,129.0,8792.0,11598.0,0.46545000000000003,0.4811,0.4906,4
6550,MI,1,3,0.7167,1048.0,59.0,8792.0,4856.0,0.46545000000000003,0.0,0.2946,4
6551,MN,1,3,0.7167,1048.0,95.0,8792.0,18270.0,0.46545000000000003,0.755,0.455,2
6552,MN,1,3,0.7167,1048.0,33.0,8792.0,7479.0,0.46545000000000003,0.0,0.449,4
6553,MO,2,3,0.7167,1048.0,1819.0,8792.0,19214.0,1.0,0.1486,0.1692,4
6554,MO,3,2,0.7167,1048.0,74.0,8792.0,18259.0,0.46545000000000003,0.2381,0.2857,1
6555,MO,1,3,0.7167,1048.0,105.0,8792.0,10902.0,0.46545000000000003,0.5176,0.6235,4
6556,MT,1,3,0.7167,1048.0,30.0,8792.0,7503.0,0.46545000000000003,0.375,0.6667,4
6557,GA,1,3,0.7167,1048.0,515.0,8792.0,5727.0,0.46545000000000003,0.0143,0.8298,4
6558,MT,1,3,0.7167,1048.0,102.0,8792.0,9833.0,0.46545000000000003,0.3939,0.3818,4
6559,NC,1,3,0.7167,1048.0,175.0,8792.0,15441.0,0.46545000000000003,0.7321,0.6561,2
6560,NJ,1,3,0.7167,1048.0,176.0,8792.0,21649.0,0.46545000000000003,0.8696,1.0,2
6561,NM,1,3,0.7167,1048.0,84.0,8792.0,13132.0,0.46545000000000003,0.6194,0.4701,4
6562,NV,1,3,0.7167,1048.0,118.0,8792.0,10459.0,0.46545000000000003,0.7972,0.7972,2
6563,NY,1,2,0.7167,1048.0,82.0,8792.0,8856.0,0.46545000000000003,0.0,0.873,3
6564,NY,1,3,0.7167,1048.0,363.0,8792.0,13683.0,0.46545000000000003,0.0939,0.0984,4
6565,NY,1,3,0.7167,1048.0,614.0,8792.0,42885.0,0.46545000000000003,0.5127,0.2396,4
6566,NY,1,3,0.7167,1048.0,42.0,8792.0,17281.0,0.46545000000000003,1.0,0.4275,2
6567,NY,1,3,0.7167,1048.0,109.0,8792.0,15114.0,0.46545000000000003,0.6757,0.5297,2
6568,NY,1,3,0.7167,1048.0,74.0,8792.0,20184.0,0.46545000000000003,0.6907,0.5567,2
6569,NY,1,3,0.7167,1048.0,130.0,8792.0,19324.0,0.46545000000000003,0.5673,0.3942,4
6570,NY,1,3,0.7167,1048.0,113.0,8792.0,21776.0,0.46545000000000003,0.7528,0.5393,2
6571,OH,1,1,0.7167,1048.0,142.0,8792.0,18259.0,0.46545000000000003,0.0,0.0039,3
6572,OH,1,3,0.7167,1048.0,53.0,8792.0,5278.0,0.46545000000000003,0.5,0.7667,4
6573,OH,1,3,0.7167,1048.0,76.0,8792.0,8221.0,0.46545000000000003,0.7153,0.5764,2
6574,OR,1,2,0.9143,1048.0,22.0,8792.0,16961.0,0.46545000000000003,0.8095,0.381,1
6575,PA,1,1,0.7167,1048.0,100.0,5504.0,18259.0,0.46545000000000003,0.675,0.5375,0
6576,PA,1,3,0.7167,1048.0,206.0,8792.0,17739.0,0.46545000000000003,0.659,0.3179,4
6577,PA,1,3,0.7167,1048.0,56.0,8792.0,16118.0,0.46545000000000003,0.6977,0.6163,2
6578,SC,1,1,0.7167,1048.0,50.0,8006.0,18259.0,0.46545000000000003,0.0,0.8545,3
6579,SC,1,3,0.7167,1048.0,33.0,8792.0,14336.0,0.46545000000000003,0.7872,0.4894,2
6580,TN,1,3,0.7167,1048.0,53.0,8792.0,5804.0,0.46545000000000003,1.0,0.9103,2
6581,TX,1,3,0.7167,1048.0,114.0,8792.0,22643.0,0.46545000000000003,0.641,0.6667,2
6582,TX,1,3,0.7167,1048.0,11.0,8792.0,20527.0,0.46545000000000003,0.32,0.0,4
6583,TX,1,3,0.7167,1048.0,61.0,8792.0,13864.0,0.46545000000000003,0.7797,0.6441,2
6584,TX,1,3,0.7167,1048.0,91.0,8792.0,17012.0,0.46545000000000003,0.6339,0.5519,4
6585,TX,1,3,0.7167,1048.0,60.0,8792.0,18259.0,0.46545000000000003,0.0,0.4194,4
6586,TX,1,3,0.7167,1048.0,89.0,8792.0,9049.0,0.46545000000000003,0.0,0.8358,4
6587,TX,1,3,0.7167,1048.0,241.0,8792.0,19796.0,0.46545000000000003,0.5362,0.3815,4
6588,TX,1,3,0.7167,1048.0,80.0,8792.0,13552.0,0.46545000000000003,0.5315,0.4615,4
6589,UT,1,3,0.7167,1048.0,70.0,8792.0,15294.0,0.46545000000000003,0.6124,0.5891,4
6590,VA,3,2,1.0,1048.0,54.0,8792.0,10863.0,0.0,0.7612,0.5672,1
6591,VA,1,3,0.7167,1048.0,1.0,8792.0,30998.0,0.46545000000000003,0.1765,0.1176,4
6592,WA,1,3,0.8347,1048.0,287.0,8792.0,18564.0,0.46545000000000003,0.7701,0.5271,2
6593,WA,2,2,0.7167,1048.0,52.0,8792.0,18824.0,0.46545000000000003,0.3636,0.2424,1
6595,WI,1,3,0.7167,1048.0,87.0,8792.0,11596.0,0.46545000000000003,0.7097,0.5565,2
6596,AZ,1,3,0.7167,1048.0,86.0,8792.0,19884.0,0.46545000000000003,0.7445,0.7956,2
6597,CA,1,3,0.7167,1048.0,299.0,8792.0,22140.0,0.46545000000000003,0.5374,0.5232,4
6598,CA,1,3,0.7167,1048.0,3.0,8792.0,8025.0,0.46545000000000003,0.413,0.413,4
6599,CA,3,3,0.5238,1048.0,1528.0,8792.0,40370.0,0.46545000000000003,0.7754,0.4021,1
6600,CA,3,3,0.5238,1048.0,1103.0,8792.0,36627.0,0.46545000000000003,0.7708,0.4834,2
6601,FL,2,3,0.7167,1048.0,309.0,8792.0,21413.0,0.46545000000000003,0.7476,0.7071,2
6602,GA,2,3,1.0,1048.0,902.0,8792.0,17165.0,0.46545000000000003,0.8168,0.9096,2
6603,IL,1,3,0.7167,1048.0,849.0,8792.0,25008.0,0.46545000000000003,0.8213,0.8271,2
6604,IL,1,3,0.7167,1048.0,305.0,8792.0,19129.0,0.46545000000000003,0.6004,0.4094,4
6605,IN,1,3,0.7167,1048.0,478.0,8792.0,23478.0,0.46545000000000003,0.618,0.6798,2
6606,IN,1,3,0.7167,1048.0,65.0,8792.0,20998.0,0.46545000000000003,0.819,0.8103,2
6607,KS,1,3,0.7167,1048.0,15.0,8792.0,20472.0,0.46545000000000003,0.7838,0.7027,2
6608,LA,1,3,0.7167,1048.0,107.0,8792.0,20579.0,0.46545000000000003,0.8249,0.7514,2
6609,MO,1,3,0.7167,1048.0,72.0,8792.0,21581.0,0.46545000000000003,0.7661,0.7339,2
6610,OH,1,3,0.7167,1048.0,138.0,8792.0,21318.0,0.46545000000000003,0.851,0.8413,2
6611,SC,1,3,0.7167,1048.0,50.0,8792.0,20750.0,0.46545000000000003,0.8142,0.7965,2
6612,TN,1,3,0.7167,1048.0,58.0,8792.0,21832.0,0.46545000000000003,0.7597,0.7442,2
6613,TX,1,3,0.7167,1048.0,77.0,8792.0,18486.0,0.46545000000000003,0.7821,0.7885,2
6614,MI,1,3,0.7167,1048.0,36.0,8792.0,21720.0,0.46545000000000003,0.6245,0.5929,2
6615,MI,1,3,0.7167,1048.0,229.0,8792.0,24752.0,0.46545000000000003,0.5821,0.7464,2
6616,NC,1,3,0.7167,1048.0,59.0,8792.0,12970.0,0.46545000000000003,1.0,1.0,2
6617,NC,1,3,0.7167,1048.0,734.0,8792.0,21128.0,0.46545000000000003,0.8286,0.8897,2
6618,NJ,1,3,0.7167,1048.0,1335.0,8792.0,19945.0,0.46545000000000003,1.0,0.9979,2
6619,NV,1,3,0.7167,1048.0,96.0,8792.0,18259.0,0.46545000000000003,0.7821,0.6795,2
6620,OH,2,3,1.0,1048.0,244.0,8792.0,18980.0,0.46545000000000003,0.9353,0.8458,2
6621,GA,2,3,0.7167,1048.0,504.0,8792.0,21089.0,0.46545000000000003,0.8602,0.9193,2
6622,PR,3,3,0.8571,1048.0,1117.0,8792.0,8838.0,0.46545000000000003,0.6798,0.8865,2
6623,TX,1,3,0.7167,1048.0,304.0,8792.0,17129.0,0.46545000000000003,0.6299,0.7308,2
6624,UT,1,3,0.7167,1048.0,161.0,8792.0,15568.0,0.46545000000000003,0.5783,0.413,4
6625,VA,2,3,0.7167,1048.0,663.0,8792.0,26591.0,0.46545000000000003,0.6364,0.5782,2
6626,WI,2,3,0.7167,1048.0,589.0,8792.0,15718.0,0.46545000000000003,0.9225,0.8433,2
6627,KY,2,3,0.7167,1048.0,368.0,8792.0,21430.0,0.46545000000000003,0.7431,0.7307,2
6628,SC,1,3,1.0,1048.0,550.0,8792.0,14291.0,0.46545000000000003,0.7605,0.9106,2
6629,MI,1,3,0.7167,1048.0,107.0,8792.0,18259.0,0.46545000000000003,0.6777,0.623,2
6630,MI,1,3,0.7167,1048.0,57.0,8792.0,18259.0,0.46545000000000003,0.6943,0.6377,2
6631,IN,1,3,0.7167,1048.0,36.0,8792.0,18259.0,0.46545000000000003,0.5347,0.5061,4
6632,IL,1,3,0.7167,1048.0,41.0,8792.0,18259.0,0.46545000000000003,0.6104,0.5261,4
6633,IL,1,3,0.7167,1048.0,45.0,8792.0,18259.0,0.46545000000000003,0.3269,0.3038,4
6634,AZ,1,3,0.7167,1048.0,291.0,8792.0,17025.0,0.46545000000000003,0.5634,0.5029,4
6635,FL,1,3,0.7167,1048.0,107.0,8792.0,16825.0,0.46545000000000003,0.7605,0.6891,2
6636,IN,1,3,0.7167,1048.0,172.0,8792.0,21431.0,0.46545000000000003,0.858,0.7955,2
6637,TX,1,3,0.7167,1048.0,416.0,8792.0,20922.0,0.46545000000000003,0.5915,0.6598,2
6638,NC,1,3,0.7167,1048.0,382.0,8792.0,22199.0,0.46545000000000003,0.6092,0.7115,2
6639,FL,1,3,0.7167,1048.0,278.0,8792.0,23189.0,0.46545000000000003,0.6506,0.6092,2
6640,WI,2,3,0.7167,1048.0,261.0,8792.0,25088.0,0.46545000000000003,0.8157,0.6894,2
6641,MN,2,3,0.7167,1048.0,197.0,8792.0,20381.0,0.46545000000000003,0.7676,0.5519,2
6642,WI,2,3,0.7167,1048.0,235.0,8792.0,21804.0,0.46545000000000003,0.7923,0.6385,2
6643,WI,2,3,0.7167,1048.0,211.0,8792.0,25391.0,0.46545000000000003,0.8304,0.6396,2
6644,WI,2,3,0.7167,1048.0,181.0,8792.0,25013.0,0.46545000000000003,0.8159,0.7365,2
6645,FL,2,3,0.7167,1048.0,303.0,8792.0,20603.0,0.46545000000000003,0.8571,0.7204,2
6646,TN,1,3,0.7167,1048.0,169.0,8792.0,12103.0,0.46545000000000003,0.7428,0.8043,2
6647,TN,1,3,0.7167,1048.0,65.0,8792.0,13109.0,0.46545000000000003,0.5954,0.5191,4
6648,TN,1,3,0.7167,1048.0,94.0,8792.0,12256.0,0.46545000000000003,0.8047,0.9141,2
6649,PA,1,3,0.7167,1048.0,197.0,8792.0,13996.0,0.46545000000000003,0.5673,0.5697,4
6650,NJ,1,3,0.7167,1048.0,130.0,8792.0,13045.0,0.46545000000000003,0.5225,0.4369,4
6651,IN,1,3,0.7167,1048.0,170.0,8792.0,13514.0,0.46545000000000003,0.7071,0.8081,2
6652,GA,1,3,0.7167,1048.0,255.0,8792.0,13791.0,0.46545000000000003,0.748,0.8504,2
6653,AR,3,3,0.7167,1048.0,105.0,8792.0,18259.0,0.46545000000000003,0.9327,0.8173,2
6654,GA,3,3,0.7167,1048.0,3253.0,8792.0,28744.0,0.0833,0.8504,0.774,2
6655,LA,3,3,0.7167,1048.0,132.0,8792.0,18259.0,0.46545000000000003,0.8571,0.7669,2
6656,MS,3,3,0.7167,1048.0,156.0,8792.0,18259.0,0.46545000000000003,0.9355,0.8479,2
6657,SC,3,3,0.7167,1048.0,1219.0,8792.0,28748.0,0.25,0.8118,0.7063,2
6658,TX,3,3,0.7167,1048.0,954.0,8792.0,29529.0,0.46545000000000003,0.7895,0.6735,2
6659,TX,2,3,0.7167,1048.0,1115.0,8792.0,27094.0,0.46545000000000003,0.7332,0.6071,2
6660,WI,2,3,0.7167,1048.0,237.0,8792.0,24901.0,0.46545000000000003,0.8254,0.6889,2
6661,TN,1,3,0.7167,1048.0,117.0,8792.0,12100.0,0.46545000000000003,0.683,0.8527,2
6662,NC,1,3,0.7167,1048.0,134.0,8792.0,12950.0,0.46545000000000003,0.7735,0.8376,2
6663,NC,1,3,0.7167,1048.0,65.0,8792.0,13839.0,0.46545000000000003,0.7379,0.8641,2
6664,NC,1,3,0.7167,1048.0,151.0,8792.0,12614.0,0.46545000000000003,0.697,0.803,2
6665,NC,1,3,0.7167,1048.0,121.0,8792.0,12291.0,0.46545000000000003,0.6878,0.7707,2
6666,FL,1,3,0.7167,1048.0,111.0,8792.0,12952.0,0.46545000000000003,0.6257,0.631,2
6667,NC,1,3,0.7167,1048.0,105.0,8792.0,14563.0,0.46545000000000003,0.5911,0.7586,2
6668,TN,1,3,0.7167,1048.0,61.0,8792.0,12385.0,0.46545000000000003,0.7863,0.8547,2
6669,UT,0,3,0.7167,1048.0,145.0,8792.0,25003.0,0.46545000000000003,0.8607,0.6967,2
6670,VA,2,3,0.7167,1048.0,641.0,8792.0,15497.0,0.46545000000000003,0.8227,0.8387,2
6671,AZ,1,3,0.7167,1048.0,187.0,8792.0,17496.0,0.46545000000000003,0.5985,0.4461,4
6672,AZ,1,3,0.7167,1048.0,75.0,8792.0,9570.0,0.46545000000000003,0.7368,0.7474,2
6673,CA,1,3,0.7167,1048.0,44.0,8792.0,12459.0,0.46545000000000003,0.717,0.7736,2
6674,CA,1,3,0.7167,1048.0,68.0,8792.0,15507.0,0.46545000000000003,0.3095,0.3214,4
6675,CA,1,3,0.7167,1048.0,159.0,8792.0,20208.0,0.46545000000000003,0.0878,0.0658,4
6676,CA,1,3,0.7167,1048.0,90.0,8792.0,14091.0,0.46545000000000003,0.2653,0.2245,4
6677,CA,1,3,0.7167,1048.0,73.0,8792.0,8011.0,0.46545000000000003,0.781,0.7524,2
